city,timestamp,temperature,season
New York,2010-01-01,0.00040924359060191644,winter
New York,2010-01-02,7.854303513523404,winter
New York,2010-01-03,-0.7846803677170989,winter
New York,2010-01-04,0.2525767203720296,winter
New York,2010-01-05,1.031893212921819,winter
New York,2010-01-06,7.726369151195352,winter
New York,2010-01-07,-4.639910410116063,winter
New York,2010-01-08,1.9383230459247454,winter
New York,2010-01-09,-4.968355660425895,winter
New York,2010-01-10,-16.455437027341397,winter
New York,2010-01-11,7.7128461174120115,winter
New York,2010-01-12,1.0037702644606405,winter
New York,2010-01-13,-1.0844280778159534,winter
New York,2010-01-14,-6.953908407098307,winter
New York,2010-01-15,6.192424841718765,winter
New York,2010-01-16,-0.4807326701961861,winter
New York,2010-01-17,-9.266276378358496,winter
New York,2010-01-18,-10.262571906412148,winter
New York,2010-01-19,-9.882377161387128,winter
New York,2010-01-20,-2.060187525779428,winter
New York,2010-01-21,-4.847838811258173,winter
New York,2010-01-22,0.5453398596794989,winter
New York,2010-01-23,0.7130750349092734,winter
New York,2010-01-24,3.673780934986434,winter
New York,2010-01-25,-2.3772903612568577,winter
New York,2010-01-26,-11.16400511161679,winter
New York,2010-01-27,-7.773597994761205,winter
New York,2010-01-28,-2.6278024208476585,winter
New York,2010-01-29,4.167674894960442,winter
New York,2010-01-30,1.7937534155065828,winter
New York,2010-01-31,-6.409326460967414,winter
New York,2010-02-01,-1.0552088557963588,winter
New York,2010-02-02,4.431839420289641,winter
New York,2010-02-03,-0.3124541180707582,winter
New York,2010-02-04,0.46626120104828206,winter
New York,2010-02-05,3.337007082872212,winter
New York,2010-02-06,2.054853618558015,winter
New York,2010-02-07,-5.962848086077893,winter
New York,2010-02-08,8.090144910105135,winter
New York,2010-02-09,4.142686092818003,winter
New York,2010-02-10,-0.9491976186766417,winter
New York,2010-02-11,0.9455257587164446,winter
New York,2010-02-12,6.2025209251806315,winter
New York,2010-02-13,10.731691748907634,winter
New York,2010-02-14,-6.373746528204228,winter
New York,2010-02-15,-7.886588818674682,winter
New York,2010-02-16,-0.5764407087459578,winter
New York,2010-02-17,-5.6868963667227534,winter
New York,2010-02-18,1.2345938615980718,winter
New York,2010-02-19,-2.016039147902365,winter
New York,2010-02-20,3.1656420693713856,winter
New York,2010-02-21,0.7102322496716112,winter
New York,2010-02-22,2.153118388611654,winter
New York,2010-02-23,8.38035044911241,winter
New York,2010-02-24,-1.6558890634175414,winter
New York,2010-02-25,-1.7519589182712227,winter
New York,2010-02-26,6.253882079447512,winter
New York,2010-02-27,3.558279205033367,winter
New York,2010-02-28,4.609454398080609,winter
New York,2010-03-01,12.183598331397175,spring
New York,2010-03-02,11.344774152725314,spring
New York,2010-03-03,4.310665128223382,spring
New York,2010-03-04,6.448217559078547,spring
New York,2010-03-05,8.671006381606055,spring
New York,2010-03-06,3.786840071867262,spring
New York,2010-03-07,5.232991580980327,spring
New York,2010-03-08,16.75186317260923,spring
New York,2010-03-09,12.59096909307176,spring
New York,2010-03-10,6.863919332072693,spring
New York,2010-03-11,7.202452781698131,spring
New York,2010-03-12,6.741435621091092,spring
New York,2010-03-13,7.6355836581103445,spring
New York,2010-03-14,5.992455683079479,spring
New York,2010-03-15,10.583423419863841,spring
New York,2010-03-16,6.15524752150664,spring
New York,2010-03-17,10.43090183731282,spring
New York,2010-03-18,11.570017915899234,spring
New York,2010-03-19,11.87916622177994,spring
New York,2010-03-20,12.07386859220707,spring
New York,2010-03-21,11.168747781007834,spring
New York,2010-03-22,4.971178171358895,spring
New York,2010-03-23,24.83106416005387,spring
New York,2010-03-24,12.33073281134138,spring
New York,2010-03-25,15.975136068484918,spring
New York,2010-03-26,12.83989578543351,spring
New York,2010-03-27,7.7964354415310275,spring
New York,2010-03-28,3.0068287471619044,spring
New York,2010-03-29,7.600171929764695,spring
New York,2010-03-30,14.461045494705218,spring
New York,2010-03-31,6.323146837617971,spring
New York,2010-04-01,26.400453369445668,spring
New York,2010-04-02,15.957785637144692,spring
New York,2010-04-03,12.32184953979177,spring
New York,2010-04-04,10.854706757207767,spring
New York,2010-04-05,10.853919256129128,spring
New York,2010-04-06,16.447429211539266,spring
New York,2010-04-07,2.2544519648773385,spring
New York,2010-04-08,5.096324264029816,spring
New York,2010-04-09,13.402445598293546,spring
New York,2010-04-10,13.479967764143606,spring
New York,2010-04-11,0.540320440653538,spring
New York,2010-04-12,10.573129248231,spring
New York,2010-04-13,14.679844658617506,spring
New York,2010-04-14,19.583698926420837,spring
New York,2010-04-15,3.555673955125373,spring
New York,2010-04-16,9.87845479175945,spring
New York,2010-04-17,12.725562546028279,spring
New York,2010-04-18,4.809615281057242,spring
New York,2010-04-19,11.90083545582629,spring
New York,2010-04-20,18.766422563275526,spring
New York,2010-04-21,14.28328044326896,spring
New York,2010-04-22,10.88621959801425,spring
New York,2010-04-23,2.2514983091583876,spring
New York,2010-04-24,11.421269211781423,spring
New York,2010-04-25,7.030914341557219,spring
New York,2010-04-26,6.792264427263362,spring
New York,2010-04-27,17.02339362699524,spring
New York,2010-04-28,9.7923261969707,spring
New York,2010-04-29,19.72779770426087,spring
New York,2010-04-30,8.846465403440863,spring
New York,2010-05-01,7.352363008609947,spring
New York,2010-05-02,1.822679355966418,spring
New York,2010-05-03,8.492282019625868,spring
New York,2010-05-04,4.638236831943354,spring
New York,2010-05-05,10.379682113625455,spring
New York,2010-05-06,13.445077669359563,spring
New York,2010-05-07,10.022067758763901,spring
New York,2010-05-08,8.54875257143164,spring
New York,2010-05-09,15.781208717122874,spring
New York,2010-05-10,5.4363040661942374,spring
New York,2010-05-11,18.112063363267765,spring
New York,2010-05-12,12.108906504783949,spring
New York,2010-05-13,14.668403592658851,spring
New York,2010-05-14,3.6258041848674587,spring
New York,2010-05-15,6.429811736304458,spring
New York,2010-05-16,11.227666141273591,spring
New York,2010-05-17,9.792237630742276,spring
New York,2010-05-18,0.28155057950852225,spring
New York,2010-05-19,1.903819758252066,spring
New York,2010-05-20,19.554295506995018,spring
New York,2010-05-21,5.363601860906212,spring
New York,2010-05-22,10.254686020936443,spring
New York,2010-05-23,11.315501480502693,spring
New York,2010-05-24,12.983691630218317,spring
New York,2010-05-25,9.859123427201542,spring
New York,2010-05-26,13.243592318681117,spring
New York,2010-05-27,4.041109203702664,spring
New York,2010-05-28,5.324627128744888,spring
New York,2010-05-29,0.28707687876185517,spring
New York,2010-05-30,9.107795182055709,spring
New York,2010-05-31,19.033205859474606,spring
New York,2010-06-01,24.40727500649445,summer
New York,2010-06-02,33.07320942705045,summer
New York,2010-06-03,16.116339958858795,summer
New York,2010-06-04,21.992067888162712,summer
New York,2010-06-05,26.759827890005656,summer
New York,2010-06-06,23.334366566124196,summer
New York,2010-06-07,28.056326065046967,summer
New York,2010-06-08,27.176377082663823,summer
New York,2010-06-09,23.138511089892134,summer
New York,2010-06-10,28.45158453909567,summer
New York,2010-06-11,25.9656429269055,summer
New York,2010-06-12,28.04534402916837,summer
New York,2010-06-13,16.513761155941097,summer
New York,2010-06-14,19.186766661662954,summer
New York,2010-06-15,32.1489896407924,summer
New York,2010-06-16,24.65320627763819,summer
New York,2010-06-17,26.715844328363183,summer
New York,2010-06-18,26.88450138644809,summer
New York,2010-06-19,26.704766667126936,summer
New York,2010-06-20,17.55717635842435,summer
New York,2010-06-21,29.240601559963647,summer
New York,2010-06-22,19.418120025589772,summer
New York,2010-06-23,18.50624299343995,summer
New York,2010-06-24,20.385980617659786,summer
New York,2010-06-25,20.367320067970404,summer
New York,2010-06-26,23.023161232530104,summer
New York,2010-06-27,22.0871438780305,summer
New York,2010-06-28,22.334759215974138,summer
New York,2010-06-29,25.530571054241193,summer
New York,2010-06-30,26.38787533308768,summer
New York,2010-07-01,22.496404546185744,summer
New York,2010-07-02,23.553374576622748,summer
New York,2010-07-03,28.960300652611846,summer
New York,2010-07-04,25.779096084288597,summer
New York,2010-07-05,26.39009374482524,summer
New York,2010-07-06,25.89461928321907,summer
New York,2010-07-07,29.483560784236595,summer
New York,2010-07-08,28.106998241875914,summer
New York,2010-07-09,15.150717080718097,summer
New York,2010-07-10,24.602958477415093,summer
New York,2010-07-11,28.93663633017185,summer
New York,2010-07-12,29.282972895092392,summer
New York,2010-07-13,28.817604235674743,summer
New York,2010-07-14,26.86995181037002,summer
New York,2010-07-15,25.316372908592648,summer
New York,2010-07-16,15.486663963525741,summer
New York,2010-07-17,32.82120273343583,summer
New York,2010-07-18,26.99882330017223,summer
New York,2010-07-19,38.194372752557854,summer
New York,2010-07-20,25.655528954874885,summer
New York,2010-07-21,15.79388850619676,summer
New York,2010-07-22,19.12415632142432,summer
New York,2010-07-23,30.67291327749512,summer
New York,2010-07-24,25.270418998066376,summer
New York,2010-07-25,26.334470172361204,summer
New York,2010-07-26,29.740565542176675,summer
New York,2010-07-27,23.71464773310729,summer
New York,2010-07-28,24.577813159157714,summer
New York,2010-07-29,18.01380119057948,summer
New York,2010-07-30,22.056078286337797,summer
New York,2010-07-31,33.40957748571638,summer
New York,2010-08-01,24.033107773523923,summer
New York,2010-08-02,27.012818631504203,summer
New York,2010-08-03,23.944779718659735,summer
New York,2010-08-04,29.00317956282283,summer
New York,2010-08-05,29.384766727511227,summer
New York,2010-08-06,16.87897151679395,summer
